run_id,column,pandas_dtype,semantic_type,review_class
product_catalog_error_50_002,cpu,float64,numeric,candidate_feature_review
product_catalog_error_50_002,memory,float64,numeric,candidate_feature_review
product_catalog_error_50_002,error_rps,float64,numeric,candidate_feature_review
product_catalog_error_50_002,has_requests,int64,numeric,candidate_feature_review
product_catalog_error_50_recovery_002,timestamp,object,categorical_or_text,time_key_review
product_catalog_error_50_recovery_002,service,object,categorical_or_text,entity_key_review
product_catalog_error_50_recovery_002,request_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_002,error_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_002,latency_ms,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_002,cpu,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_002,memory,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_002,error_rps,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_002,has_requests,int64,numeric,candidate_feature_review
product_catalog_error_50_003,timestamp,object,categorical_or_text,time_key_review
product_catalog_error_50_003,service,object,categorical_or_text,entity_key_review
product_catalog_error_50_003,request_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_003,error_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_003,latency_ms,float64,numeric,candidate_feature_review
product_catalog_error_50_003,cpu,float64,numeric,candidate_feature_review
product_catalog_error_50_003,memory,float64,numeric,candidate_feature_review
product_catalog_error_50_003,error_rps,float64,numeric,candidate_feature_review
product_catalog_error_50_003,has_requests,int64,numeric,candidate_feature_review
product_catalog_error_50_recovery_003,timestamp,object,categorical_or_text,time_key_review
product_catalog_error_50_recovery_003,service,object,categorical_or_text,entity_key_review
product_catalog_error_50_recovery_003,request_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_003,error_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_003,latency_ms,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_003,cpu,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_003,memory,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_003,error_rps,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_003,has_requests,int64,numeric,candidate_feature_review
product_catalog_error_50_005,timestamp,object,categorical_or_text,time_key_review
product_catalog_error_50_005,service,object,categorical_or_text,entity_key_review
product_catalog_error_50_005,request_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_005,error_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_005,latency_ms,float64,numeric,candidate_feature_review
product_catalog_error_50_005,cpu,float64,numeric,candidate_feature_review
product_catalog_error_50_005,memory,float64,numeric,candidate_feature_review
product_catalog_error_50_005,error_rps,float64,numeric,candidate_feature_review
product_catalog_error_50_005,has_requests,int64,numeric,candidate_feature_review
product_catalog_error_50_recovery_005,timestamp,object,categorical_or_text,time_key_review
product_catalog_error_50_recovery_005,service,object,categorical_or_text,entity_key_review
product_catalog_error_50_recovery_005,request_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_005,error_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_005,latency_ms,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_005,cpu,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_005,memory,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_005,error_rps,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_005,has_requests,int64,numeric,candidate_feature_review
product_catalog_error_50_006,timestamp,object,categorical_or_text,time_key_review
product_catalog_error_50_006,service,object,categorical_or_text,entity_key_review
product_catalog_error_50_006,request_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_006,error_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_006,latency_ms,float64,numeric,candidate_feature_review
product_catalog_error_50_006,cpu,float64,numeric,candidate_feature_review
product_catalog_error_50_006,memory,float64,numeric,candidate_feature_review
product_catalog_error_50_006,error_rps,float64,numeric,candidate_feature_review
product_catalog_error_50_006,has_requests,int64,numeric,candidate_feature_review
product_catalog_error_50_recovery_006,timestamp,object,categorical_or_text,time_key_review
product_catalog_error_50_recovery_006,service,object,categorical_or_text,entity_key_review
product_catalog_error_50_recovery_006,request_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_006,error_rate,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_006,latency_ms,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_006,cpu,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_006,memory,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_006,error_rps,float64,numeric,candidate_feature_review
product_catalog_error_50_recovery_006,has_requests,int64,numeric,candidate_feature_review
